Name,Position,Club,League,Pace,Shooting,Passing,Dribbling,Defense,Physical,Card Rating,Weak Foot,Skill Moves,Work Rates,Strong Foot,Futhead Card Link
Wayne Rooney, ST , D C United , USA Major League Soccer ,64,81,80,76,56,76,80,4,3,Medium/High,Right,https://www.futhead.com/20/players/2707/wayne-rooney/
João Félix, CF , Atl tico de Madrid , Spain Primera Division ,82,80,74,81,40,70,80,4,5,High/Medium,Right,https://www.futhead.com/20/players/2638/joao-felix/
Roberto Pereyra, LM , Watford , England Premier League ,75,73,79,83,61,67,80,4,4,High/Medium,Right,https://www.futhead.com/20/players/2304/roberto-pereyra/
Manuel Lanzini, CAM , West Ham United , England Premier League ,77,72,78,85,32,50,80,3,4,Medium/Medium,Right,https://www.futhead.com/20/players/2303/manuel-lanzini/
Sidnei, CB , Real Betis Balompi , Spain Primera Division ,70,55,61,65,78,82,80,2,2,High/Medium,Right,https://www.futhead.com/20/players/2268/sidnei/
Kurt Zouma, CB , Chelsea , England Premier League ,64,51,59,56,78,83,80,3,2,Medium/Medium,Right,https://www.futhead.com/20/players/2224/kurt-zouma/
Benjamin Mendy, LB , Manchester City , England Premier League ,81,51,77,77,77,77,80,3,3,High/Low,Left,https://www.futhead.com/20/players/2195/benjamin-mendy/
Campaña, CM , Levante UD , Spain Primera Division ,61,73,81,78,73,72,80,3,4,Medium/Medium,Right,https://www.futhead.com/20/players/2189/campana/
Loren, ST , Real Betis Balompi , Spain Primera Division ,77,79,59,77,31,72,80,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/2186/loren/
Andreas Christensen, CB , Chelsea , England Premier League ,68,31,63,69,82,72,80,3,2,Low/Medium,Right,https://www.futhead.com/20/players/2138/andreas-christensen/
Jony, LM , Lazio , Italy Serie A ,87,70,79,79,52,68,80,3,3,High/Medium,Left,https://www.futhead.com/20/players/2128/jony/
Pedro León, RM , SD Eibar , Spain Primera Division ,60,78,85,80,45,59,80,3,4,Medium/Low,Right,https://www.futhead.com/20/players/2085/pedro-leon/
Antunes, LB , Getafe CF , Spain Primera Division ,75,69,76,76,77,72,80,3,4,High/Medium,Left,https://www.futhead.com/20/players/2081/antunes/
Steven Nzonzi, CDM , Galatasaray , Turkey S per Lig ,42,55,71,69,79,86,80,3,2,Medium/Medium,Right,https://www.futhead.com/20/players/2051/steven-nzonzi/
Diego Perotti, LW , Roma , Italy Serie A ,75,70,77,86,42,57,80,4,4,Medium/Medium,Right,https://www.futhead.com/20/players/1953/diego-perotti/
Kevin Vogt, CB , TSG Hoffenheim , Germany Bundesliga ,73,57,71,67,80,79,80,3,2,High/Medium,Right,https://www.futhead.com/20/players/1930/kevin-vogt/
Jorge Molina, ST , Getafe CF , Spain Primera Division ,39,83,67,70,41,70,80,4,3,Medium/Medium,Right,https://www.futhead.com/20/players/1886/jorge-molina/
Ibai Gómez, RM , Athletic Club de Bilbao , Spain Primera Division ,76,79,80,80,59,67,80,5,4,Medium/Medium,Right,https://www.futhead.com/20/players/1871/ibai-gomez/
Aïssa Mandi, CB , Real Betis Balompi , Spain Primera Division ,66,46,74,71,81,72,80,3,2,High/Medium,Right,https://www.futhead.com/20/players/1862/aissa-mandi/
Diogo Jota, LF , Wolverhampton Wanderers , England Premier League ,83,77,70,84,53,76,80,5,4,High/High,Right,https://www.futhead.com/20/players/1843/diogo-jota/
Eric Bailly, CB , Manchester United , England Premier League ,76,42,58,63,79,80,80,3,3,Medium/High,Right,https://www.futhead.com/20/players/1819/eric-bailly/
Sven Bender, CB , Bayer Leverkusen , Germany Bundesliga ,65,51,62,61,82,77,80,4,2,Medium/High,Right,https://www.futhead.com/20/players/1808/sven-bender/
Simone Zaza, ST , Torino , Italy Serie A ,76,79,62,77,50,84,80,3,4,High/High,Left,https://www.futhead.com/20/players/1788/simone-zaza/
Odriozola, RB , Real Madrid , Spain Primera Division ,89,53,71,76,77,69,80,3,3,High/Medium,Right,https://www.futhead.com/20/players/1769/odriozola/
Naldo, CB , AS Monaco , France Ligue ,53,65,62,61,81,71,80,4,2,Medium/Medium,Right,https://www.futhead.com/20/players/1744/naldo/
Lars Stindl, CF , Borussia M gladbach , Germany Bundesliga ,66,80,78,79,59,72,80,4,4,Medium/Medium,Right,https://www.futhead.com/20/players/1608/lars-stindl/
Joe Gomez, CB , Liverpool , England Premier League ,81,30,64,68,79,76,80,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/1571/joe-gomez/
Lars Bender, RB , Bayer Leverkusen , Germany Bundesliga ,65,64,72,72,83,77,80,3,2,Medium/High,Right,https://www.futhead.com/20/players/1565/lars-bender/
Federico Fazio, CB , Roma , Italy Serie A ,33,41,54,55,82,81,80,2,2,Medium/Medium,Right,https://www.futhead.com/20/players/1560/federico-fazio/
Youri Tielemans, CM , Leicester City , England Premier League ,63,78,82,78,68,67,80,5,4,Medium/Medium,Right,https://www.futhead.com/20/players/1547/youri-tielemans/
Loïc Perrin, CB , AS Saint tienne , France Ligue ,52,58,69,67,81,76,80,3,2,Medium/High,Right,https://www.futhead.com/20/players/1539/loic-perrin/
Keita Baldé, RM , AS Monaco , France Ligue ,91,76,72,83,29,69,80,4,4,High/Low,Right,https://www.futhead.com/20/players/1529/keita-balde/
Rony Lopes, LM , Sevilla FC , Spain Primera Division ,79,75,76,83,30,57,80,3,4,High/Medium,Left,https://www.futhead.com/20/players/1486/rony-lopes/
Miguel Almirón, LW , Newcastle United , England Premier League ,89,74,76,81,48,63,80,2,4,High/High,Left,https://www.futhead.com/20/players/1449/miguel-almiron/
Ştefan Radu, CB , Lazio , Italy Serie A ,64,64,65,68,83,69,80,3,3,Medium/High,Left,https://www.futhead.com/20/players/1440/stefan-radu/
Salif Sané, CB , FC Schalke , Germany Bundesliga ,62,49,65,64,80,81,80,3,2,Medium/High,Right,https://www.futhead.com/20/players/1426/salif-sane/
Harry Winks, CM , Tottenham Hotspur , England Premier League ,70,58,77,83,71,66,80,3,3,Medium/High,Right,https://www.futhead.com/20/players/1405/harry-winks/
Josuha Guilavogui, CDM , VfL Wolfsburg , Germany Bundesliga ,59,59,67,66,83,79,80,3,2,Medium/High,Right,https://www.futhead.com/20/players/1366/josuha-guilavogui/
Matias Vecino, CDM , Inter , Italy Serie A ,67,68,77,80,76,74,80,3,4,High/High,Right,https://www.futhead.com/20/players/1363/matias-vecino/
Dejan Lovren, CB , Liverpool , England Premier League ,54,40,59,63,80,78,80,4,2,Medium/High,Right,https://www.futhead.com/20/players/1356/dejan-lovren/
Chris Smalling, CB , Roma , Italy Serie A ,69,47,58,59,79,81,80,3,2,Medium/High,Right,https://www.futhead.com/20/players/1340/chris-smalling/
Ricardo Rodríguez, LB , Milan , Italy Serie A ,70,67,79,76,78,74,80,3,3,Medium/Medium,Left,https://www.futhead.com/20/players/1294/ricardo-rodriguez/
Francis Coquelin, CM , Valencia CF , Spain Primera Division ,70,66,75,78,78,77,80,3,3,Medium/High,Right,https://www.futhead.com/20/players/1278/francis-coquelin/
Tiémoué Bakayoko, CDM , AS Monaco , France Ligue ,66,48,69,74,79,85,80,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/1259/tiemoue-bakayoko/
Christoph Kramer, CDM , Borussia M gladbach , Germany Bundesliga ,52,49,71,73,77,77,80,3,3,High/High,Right,https://www.futhead.com/20/players/1241/christoph-kramer/
Manu Trigueros, CM , Villarreal CF , Spain Primera Division ,60,73,78,77,70,66,80,4,4,Medium/Medium,Right,https://www.futhead.com/20/players/1211/manu-trigueros/
Hakan Çalhanoğlu, LW , Milan , Italy Serie A ,67,75,82,83,59,58,80,4,4,Medium/Medium,Right,https://www.futhead.com/20/players/1196/hakan-calhanoglu/
Charles, ST , SD Eibar , Spain Primera Division ,60,81,61,79,35,67,80,3,4,High/High,Right,https://www.futhead.com/20/players/1189/charles/
Mateo Musacchio, CB , Milan , Italy Serie A ,66,47,63,68,83,72,80,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/1130/mateo-musacchio/
Bernard, LM , Everton , England Premier League ,87,69,76,85,38,44,80,4,4,High/Medium,Right,https://www.futhead.com/20/players/1120/bernard/
Krzysztof Piątek, ST , Milan , Italy Serie A ,76,80,53,73,38,71,80,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/1115/krzysztof-piatek/
André Gomes, CDM , Everton , England Premier League ,65,71,78,80,73,80,80,4,4,Medium/Medium,Right,https://www.futhead.com/20/players/1060/andre-gomes/
Ante Rebić, ST , Milan , Italy Serie A ,88,80,70,78,39,81,80,4,4,High/Medium,Right,https://www.futhead.com/20/players/1057/ante-rebic/
Šime Vrsaljko, RB , Atl tico de Madrid , Spain Primera Division ,77,55,74,75,79,77,80,3,3,High/Medium,Right,https://www.futhead.com/20/players/1031/sime-vrsaljko/
Joaquín, LM , Real Betis Balompi , Spain Primera Division ,66,78,83,82,44,56,80,3,4,High/Medium,Right,https://www.futhead.com/20/players/1019/joaquin/
Kamil Glik, CB , AS Monaco , France Ligue ,45,32,44,54,79,82,80,2,2,Low/Medium,Right,https://www.futhead.com/20/players/1010/kamil-glik/
Raúl García, CAM , Athletic Club de Bilbao , Spain Primera Division ,47,82,80,77,72,81,80,3,3,High/Medium,Right,https://www.futhead.com/20/players/990/raul-garcia/
Julian Weigl, CDM , Borussia Dortmund , Germany Bundesliga ,61,47,75,76,78,66,80,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/934/julian-weigl/
Callum Wilson, ST , Bournemouth , England Premier League ,87,78,67,77,39,75,80,3,4,High/Medium,Right,https://www.futhead.com/20/players/931/callum-wilson/
Santi Mina, ST , RC Celta de Vigo , Spain Primera Division ,77,79,69,78,53,72,80,4,3,High/Medium,Right,https://www.futhead.com/20/players/907/santi-mina/
Melendo, RM , RCD Espanyol , Spain Primera Division ,82,71,77,81,55,61,80,3,3,Medium/Medium,Left,https://www.futhead.com/20/players/904/melendo/
Kevin Strootman, CM , Olympique de Marseille , France Ligue ,57,72,80,73,77,80,80,3,3,High/High,Left,https://www.futhead.com/20/players/846/kevin-strootman/
Daniel Wass, CM , Valencia CF , Spain Primera Division ,73,77,81,77,76,75,80,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/826/daniel-wass/
Joaquín Correa, CF , Lazio , Italy Serie A ,84,75,75,84,39,67,80,4,4,High/Medium,Right,https://www.futhead.com/20/players/771/joaquin-correa/
Davy Klaassen, CM , Werder Bremen , Germany Bundesliga ,65,78,74,76,70,75,80,3,3,High/High,Right,https://www.futhead.com/20/players/726/davy-klaassen/
Héctor Bellerín, RB , Arsenal , England Premier League ,92,51,70,77,76,66,80,3,3,High/Low,Right,https://www.futhead.com/20/players/719/hector-bellerin/
Luis Muriel, ST , Atalanta , Italy Serie A ,88,76,68,83,27,68,80,4,4,High/Medium,Right,https://www.futhead.com/20/players/693/luis-muriel/
Carlos Soler, RM , Valencia CF , Spain Primera Division ,77,74,81,78,62,68,80,4,3,Medium/Medium,Right,https://www.futhead.com/20/players/680/carlos-soler/
Alex Oxlade-Chamberlain, CM , Liverpool , England Premier League ,82,73,78,83,66,73,80,4,4,High/High,Right,https://www.futhead.com/20/players/672/alex-oxlade-chamberlain/
Erik Lamela, RM , Tottenham Hotspur , England Premier League ,75,77,79,82,51,72,80,2,4,High/High,Left,https://www.futhead.com/20/players/627/erik-lamela/
Cristian Tello, LM , Real Betis Balompi , Spain Primera Division ,89,75,76,81,48,61,80,4,4,Medium/Medium,Right,https://www.futhead.com/20/players/579/cristian-tello/
Elseid Hysaj, RB , Napoli , Italy Serie A ,79,51,68,75,78,74,80,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/546/elseid-hysaj/
Valentin Rongier, CM , Olympique de Marseille , France Ligue ,64,73,76,80,75,62,80,4,3,Medium/High,Right,https://www.futhead.com/20/players/522/valentin-rongier/
Martin Hinteregger, CB , Eintracht Frankfurt , Germany Bundesliga ,68,61,64,60,81,80,80,3,2,High/Medium,Left,https://www.futhead.com/20/players/516/martin-hinteregger/
Raúl Jiménez, ST , Wolverhampton Wanderers , England Premier League ,78,78,71,75,47,79,80,4,3,High/High,Right,https://www.futhead.com/20/players/499/raul-jimenez/
Mata, ST , Getafe CF , Spain Primera Division ,72,79,61,75,31,77,80,3,3,High/Medium,Right,https://www.futhead.com/20/players/441/mata/
Michael Keane, CB , Everton , England Premier League ,60,49,62,66,80,79,80,3,2,Medium/High,Right,https://www.futhead.com/20/players/422/michael-keane/
Sergi Enrich, ST , SD Eibar , Spain Primera Division ,60,78,70,75,43,78,80,4,4,High/High,Right,https://www.futhead.com/20/players/417/sergi-enrich/
Ferland Mendy, LB , Real Madrid , Spain Primera Division ,89,64,73,79,75,81,80,5,4,High/Medium,Left,https://www.futhead.com/20/players/413/ferland-mendy/
Yeray, CB , Athletic Club de Bilbao , Spain Primera Division ,62,49,58,62,81,74,80,3,2,Medium/Medium,Right,https://www.futhead.com/20/players/358/yeray/
Nicolò Barella, CM , Inter , Italy Serie A ,76,66,78,80,74,69,80,3,3,Medium/High,Right,https://www.futhead.com/20/players/332/nicolo-barella/
Samu Castillejo, RM , Milan , Italy Serie A ,82,73,78,81,43,52,80,2,4,Medium/High,Left,https://www.futhead.com/20/players/322/samu-castillejo/
Kieran Trippier, RB , Atl tico de Madrid , Spain Primera Division ,74,60,81,76,78,72,80,4,3,High/Medium,Right,https://www.futhead.com/20/players/307/kieran-trippier/
Yann M'Vila, CDM , AS Saint tienne , France Ligue ,70,61,75,74,75,78,80,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/293/yann-mvila/
Matija Nastasić, CB , FC Schalke , Germany Bundesliga ,71,32,63,56,82,74,80,2,2,Low/High,Left,https://www.futhead.com/20/players/285/matija-nastasic/
Faouzi Ghoulam, LB , Napoli , Italy Serie A ,75,64,77,77,78,73,80,4,3,High/Medium,Left,https://www.futhead.com/20/players/219/faouzi-ghoulam/
Etienne Capoue, CDM , Watford , England Premier League ,52,71,74,73,78,77,80,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/206/etienne-capoue/
Sergi Gómez, CB , Sevilla FC , Spain Primera Division ,64,41,65,64,81,75,80,2,2,Medium/Medium,Right,https://www.futhead.com/20/players/171/sergi-gomez/
Marcos Llorente, CDM , Atl tico de Madrid , Spain Primera Division ,58,50,73,72,77,73,80,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/163/marcos-llorente/
Maximilian Eggestein, CM , Werder Bremen , Germany Bundesliga ,73,70,75,78,73,78,80,4,3,High/High,Right,https://www.futhead.com/20/players/157/maximilian-eggestein/
Makoto Hasebe, CB , Eintracht Frankfurt , Germany Bundesliga ,53,51,76,72,81,69,80,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/146/makoto-hasebe/
Marcel Halstenberg, LB , RB Leipzig , Germany Bundesliga ,69,66,72,72,80,80,80,3,3,High/Medium,Left,https://www.futhead.com/20/players/128/marcel-halstenberg/
Pavel Kadeřábek, RWB , TSG Hoffenheim , Germany Bundesliga ,77,43,74,75,75,81,80,2,3,High/High,Right,https://www.futhead.com/20/players/117/pavel-kaderabek/
Portu, CF , Real Sociedad , Spain Primera Division ,81,78,76,81,58,75,80,4,3,High/Medium,Right,https://www.futhead.com/20/players/105/portu/
Bernat, LB , Paris Saint Germain , France Ligue ,82,61,78,85,74,66,80,3,4,High/Medium,Left,https://www.futhead.com/20/players/104/bernat/
Iñigo Martínez, CB , Athletic Club de Bilbao , Spain Primera Division ,70,56,64,62,80,78,80,3,2,Medium/Medium,Left,https://www.futhead.com/20/players/98/inigo-martinez/
Manuel Lazzari, RM , Lazio , Italy Serie A ,88,62,76,80,54,62,80,3,3,High/High,Right,https://www.futhead.com/20/players/87/manuel-lazzari/
Simone Verdi, LM , Torino , Italy Serie A ,86,73,80,83,48,53,80,5,4,High/Medium,Left,https://www.futhead.com/20/players/62/simone-verdi/
Danny Rose, LB , Tottenham Hotspur , England Premier League ,77,62,74,79,80,75,80,3,3,Medium/High,Left,https://www.futhead.com/20/players/40/danny-rose/
Sergi Darder, CM , RCD Espanyol , Spain Primera Division ,45,69,79,80,66,67,80,3,4,Medium/Low,Right,https://www.futhead.com/20/players/32/sergi-darder/
Mario Hermoso, CB , Atl tico de Madrid , Spain Primera Division ,79,49,72,71,79,77,80,3,2,High/Medium,Left,https://www.futhead.com/20/players/28/mario-hermoso/
Nathan Aké, CB , Bournemouth , England Premier League ,75,53,70,72,81,77,80,3,2,Medium/High,Left,https://www.futhead.com/20/players/23/nathan-ake/
Maximiliano Gómez, ST , Valencia CF , Spain Primera Division ,64,80,68,73,32,79,80,3,3,High/Low,Right,https://www.futhead.com/20/players/22/maximiliano-gomez/
Deulofeu, RF , Watford , England Premier League ,88,73,75,87,30,56,80,4,4,High/Low,Right,https://www.futhead.com/20/players/6/deulofeu/
Edmond Tapsoba, CB , Bayer Leverkusen , Germany Bundesliga ,64,39,54,56,80,83,79,3,2,Medium/Medium,Right,https://www.futhead.com/20/players/22599/edmond-tapsoba/
Chancel Mbemba, CB , FC Porto , Portugal Liga NOS ,77,64,60,70,80,77,79,3,2,Medium/Medium,Right,https://www.futhead.com/20/players/22598/chancel-mbemba/
Kenta Nishizawa, LM , Shimizu S Pulse , Japan J League ,88,73,80,80,45,74,79,3,2,High/Medium,Right,https://www.futhead.com/20/players/22577/kenta-nishizawa/
Dennis Man, RW , FCSB Steaua , Romania Liga I ,93,79,72,80,36,80,79,3,3,High/Low,Left,https://www.futhead.com/20/players/22555/dennis-man/
Daniel Caligiuri, RWB , FC Augsburg , Germany Bundesliga ,74,74,77,78,72,76,79,4,3,Medium/High,Right,https://www.futhead.com/20/players/22527/daniel-caligiuri/
Augusto Fernández, CM , C diz CF , Spain Segunda A ,68,70,76,78,71,74,79,3,4,Medium/Medium,Right,https://www.futhead.com/20/players/22524/augusto-fernandez/
Christian Pulisic, LW , Chelsea , England Premier League ,90,68,70,83,36,58,79,4,4,Medium/Medium,Right,https://www.futhead.com/20/players/22437/christian-pulisic/
Munir, LW , Sevilla FC , Spain Primera Division ,84,77,75,81,35,66,79,3,4,High/Low,Left,https://www.futhead.com/20/players/22397/munir/
Simy, ST , Crotone , Italy Serie B ,70,82,51,67,36,85,79,3,2,Medium/Low,Right,https://www.futhead.com/20/players/22376/simy/
Kasper Junker, ST , FK Bod Glimt , Norway Eliteserien ,94,84,64,83,40,80,79,3,2,High/Medium,Left,https://www.futhead.com/20/players/22375/kasper-junker/
Giorgios Masouras, RW , Olympiacos CFP , Greece A Ethniki ,83,80,77,81,44,73,79,4,3,High/Medium,Right,https://www.futhead.com/20/players/22342/giorgios-masouras/
Allan Saint-Maximin, RW , Newcastle United , England Premier League ,93,70,70,86,23,63,79,4,5,High/Low,Right,https://www.futhead.com/20/players/22332/allan-saint-maximin/
Amahl Pellegrino, LW , Kristiansund BK , Norway Eliteserien ,87,83,75,83,49,75,79,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/22280/amahl-pellegrino/
Mady Camara, CM , Olympiacos CFP , Greece A Ethniki ,73,70,73,75,78,89,79,3,3,High/High,Right,https://www.futhead.com/20/players/22246/mady-camara/
Christian Gytkjær, ST , Lech Pozna , Poland Ekstraklasa ,78,82,64,79,40,80,79,4,3,Medium/Medium,Right,https://www.futhead.com/20/players/22244/christian-gytkjr/
Lee Chung Yong, RM , Ulsan Hyundai , Korea K League Classic ,77,72,79,82,58,68,79,3,3,High/High,Right,https://www.futhead.com/20/players/22221/lee-chung-yong/
Aleš Čermák, CM , Viktoria Plze , Czech Republic HET Liga ,73,75,79,78,49,70,79,3,3,Medium/Medium,Left,https://www.futhead.com/20/players/22153/ales-cermak/
Samuel Di Carmine, ST , Hellas Verona , Italy Serie A ,75,81,59,80,42,82,79,4,3,High/Low,Right,https://www.futhead.com/20/players/21804/samuel-di-carmine/
De la Bella, LB , UD Las Palmas , Spain Segunda A ,75,60,75,76,78,78,79,2,3,High/Medium,Left,https://www.futhead.com/20/players/21775/de-la-bella/
Diego Rossi, LW , Los Angeles FC , USA Major League Soccer ,88,80,71,82,33,61,79,4,4,High/Low,Right,https://www.futhead.com/20/players/21757/diego-rossi/
Matías Pisano, RW , Am rica de Cali , Colombia Liga Aguila ,84,75,78,86,48,52,79,3,4,Medium/Low,Left,https://www.futhead.com/20/players/21388/matias-pisano/
Lorenzo Faravelli, CM , Independiente , CONMEBOL Libertadores ,84,77,77,80,77,80,79,3,3,Medium/Low,Left,https://www.futhead.com/20/players/21386/lorenzo-faravelli/
